location,lat,long,alt,year,bloom_date,bloom_doy,Date_doy_tavg,Date_doy_tmax,Date_doy_tmin,tavg_below_5,tavg_above_10,tavg_moving,tmin_moving,tmax_moving,prcp.-2,prcp.-1,prcp.0,prcp.1,prcp.2,tavg.-2,tavg.-1,tavg.0,tavg.1,tavg.2,tmax.-2,tmax.-1,tmax.0,tmax.1,tmax.2,tmin.-2,tmin.-1,tmin.0,tmin.1,tmin.2,long.y,long.x,slope,dg2_coef,intc,tavg.3,tmin.3,tmax.3
Japan/Kagoshima,31.555,130.548055555556,3.9,1996,1996-03-31,91,42,42,42,13,26.0,50.6429,-4.4672,96.9286,5.0,4.0,6.0,6.0,7.0,215.96774193548387,136.7,86.80645161290323,82.64516129032258,78.89655172413794,260.7159379769534,184.43333333333334,131.6451612903226,125.12903225806451,125.6896551724138,164.58555240968815,83.9269586891393,33.9124925518629,32.59262912939201,24.014687481953548,0.7598609881574853,-0.6500855933462377,-0.4261083743842382,0.21502727898724075,120.55172413793116,99.54545454545455,41.47262157549332,146.48021359832308
Japan/Kagoshima,31.555,130.548055555556,3.9,1997,1997-03-30,89,34,35,32,2,41.0,0.0,0.0,0.0,6.0,5.0,6.0,4.0,6.0,213.1290322580645,168.1,104.25806451612904,80.19354838709677,96.10714285714286,251.88602150537636,208.63333333333333,153.70967741935485,124.2258064516129,134.8672660980131,164.9395961602222,120.3419638236718,46.80478842121847,29.322436979812714,45.26594607124755,0.7598609881574853,-0.6500855933462377,2.3885727833096255,0.08563769090084872,-16.36794689426274,134.27272727272728,67.10264001108675,188.27272727272728
Japan/Kagoshima,31.555,130.548055555556,3.9,1998,1998-04-09,99,32,32,31,5,63.0,0.0,0.0,0.0,2.0,10.0,6.0,8.0,8.0,194.25806451612902,170.66666666666666,119.93548387096774,91.45161290322581,122.82142857142857,247.48387096774192,212.7138300251299,160.5812141110699,133.65885735955564,163.68585170729307,139.62096033848238,117.5503201313824,68.31150278212347,42.35422262269897,71.16159331039734,0.7598609881574853,-0.6500855933462377,0.8542510121457475,-0.11206995481706654,78.8947368421053,121.54545454545455,73.71590011404078,164.95604091531973
Japan/Kagoshima,31.555,130.548055555556,3.9,1999,1999-04-06,96,45,21,46,3,55.0,0.0,0.0,0.0,6.0,2.0,5.0,19.0,15.0,229.03225806451613,164.9,120.2258064516129,91.63548387096773,90.75,266.0723025583982,209.95888888888888,169.78299167585612,133.7301075268817,142.42520815758496,187.40823585023918,113.4063218179778,68.26314660942717,39.19103569229233,33.950585464465334,0.7598609881574853,-0.6500855933462377,1.8461538461538451,-0.08000610500610567,10.6153846153846,134.72727272727272,83.23448434703518,182.65695648413163
Japan/Kagoshima,31.555,130.548055555556,3.9,2000,2000-04-06,97,39,33,39,12,42.0,0.0,0.0,0.0,3.0,4.0,6.0,11.0,6.0,223.19354838709677,156.66666666666666,99.16129032258064,98.09677419354838,77.89655172413794,266.44246540253846,202.76666666666668,147.3548387096774,142.72903421252246,126.98617090595003,172.16533859713104,106.44125449201933,44.40689304697471,46.529273639142865,24.982327271580868,0.7598609881574853,-0.6500855933462377,1.8308284457477995,-0.009040236329134484,-11.99890029325509,111.54545454545455,54.84686211055593,161.27272727272728
Japan/Kagoshima,31.555,130.548055555556,3.9,2001,2001-04-05,95,23,23,23,8,51.0,70.3571,20.6154,116.3225,7.0,11.0,6.0,11.0,11.0,225.09677419354838,175.13333333333333,115.35483870967742,87.80645161290323,108.14285714285714,261.74967032387656,216.20356753200005,164.10287301980938,132.86055069239293,153.13118879989776,184.7220078341417,129.03988795584112,62.15205149958691,36.95089036062115,54.548379217271965,0.7598609881574853,-0.6500855933462377,0.04347590099869677,-0.02137264248900312,100.79087060356056,90.54545454545455,34.78250251917917,137.9090909090909
Japan/Kagoshima,31.555,130.548055555556,3.9,2002,2002-04-01,91,3,3,12,1,48.0,0.0,0.0,0.0,9.0,4.0,12.0,14.0,8.0,222.25806451612902,146.9,106.96774193548387,96.61290322580645,102.17857142857143,262.83870967741933,198.36666666666667,152.2581854157353,137.60283609656543,153.51626480807622,174.9904588635256,93.21974978784748,59.81518048359007,47.91550225946684,45.4613331799376,0.7598609881574853,-0.6500855933462377,0.390292781616215,0.028714128563347943,90.35725464747873,125.0909090909091,67.91436623131136,175.0909090909091
Japan/Kagoshima,31.555,130.548055555556,3.9,2003,2003-04-02,92,8,8,9,9,45.0,0.0,0.0,0.0,4.0,10.0,9.0,9.0,10.0,202.32258064516128,129.53333333333333,116.16129032258064,74.25806451612904,105.5,248.20107526881725,177.37947123770556,154.2298596961976,114.22150537634408,150.52411496247956,150.60181930811834,77.77192888076495,70.7585346621249,26.041567497032325,51.84143364053504,0.7598609881574853,-0.6500855933462377,0.7438556067588327,-0.005882404216618915,65.94201228878653,103.0,57.34578113063035,148.71757072446255
Japan/Kagoshima,31.555,130.548055555556,3.9,2004,2004-04-06,97,26,27,31,14,41.0,0.0,0.0,0.0,4.0,12.0,9.0,10.0,6.0,201.7741935483871,188.2,105.03225806451613,79.54838709677419,102.72413793103448,249.39665777181312,225.8511111111111,154.25806451612902,126.81377124803272,157.19679823491333,147.77976121863836,140.2006009834877,50.24537927875847,30.4505943284502,44.83971209755634,0.7598609881574853,-0.6500855933462377,0.9359683794466404,-0.06477115452439784,51.69574000878346,96.81818181818181,33.26685359512589,149.72727272727272
Japan/Kagoshima,31.555,130.548055555556,3.9,2007,2007-04-04,94,34,34,34,3,62.0,78.6429,25.0427,124.6429,1.0,10.0,13.0,11.0,10.0,231.1290322580645,168.93333333333334,116.38709677419355,94.96774193548387,115.96428571428571,279.9032258064516,215.83440453655766,158.65819559814253,138.5483870967742,167.8114419211889,182.41543731594592,121.0757028547851,65.8641805087203,44.793516146485544,59.963545028152204,0.7598609881574853,-0.6500855933462377,-0.2690848743480343,-0.09572006940427999,134.181602655287,114.45454545454545,60.695498787724524,162.0909090909091
Japan/Kagoshima,31.555,130.548055555556,3.9,2008,2008-04-12,103,50,37,51,4,42.0,0.0,0.0,0.0,6.0,3.0,9.0,13.0,7.0,230.58064516129033,157.3,119.29032258064517,99.16129032258064,78.6896551724138,275.2258064516129,207.32194977612656,161.27161750044715,137.4602996911316,129.48153681351602,181.56808398676137,106.0041278542906,70.20772661934444,53.33264143182215,24.01111379556685,0.7598609881574853,-0.6500855933462377,1.1077922077922084,0.07234984694940313,29.818181818181785,102.72727272727273,38.98476584477823,156.73939393939392
Japan/Kagoshima,31.555,130.548055555556,3.9,2009,2009-04-01,91,13,13,13,6,58.0,71.7857,25.7579,115.0,11.0,13.0,6.0,11.0,13.0,219.83870967741936,151.83333333333334,101.93548387096774,87.2258064516129,125.0,259.61290322580646,194.3147412568932,155.8109337257869,129.61290322580646,174.59210095241946,172.76455345227532,104.19589269695659,47.380668384988915,39.601176194558036,68.89099954856326,0.7598609881574853,-0.6500855933462377,0.8477344735304065,-0.04048054824378299,79.76729521055708,123.0909090909091,76.47370101028747,164.1818181818182
Japan/Kagoshima,31.555,130.548055555556,3.9,2010,2010-04-06,96,13,13,14,9,47.0,0.0,0.0,0.0,12.0,12.0,12.0,9.0,12.0,208.58064516129033,157.76666666666668,105.19354838709677,84.58064516129032,119.32142857142857,255.90967741935484,198.46666666666667,151.0421555075985,128.84075136867145,163.89285714285714,157.6707632954412,111.80697495257432,58.21425879558517,30.81784214434109,68.78227419770327,0.7598609881574853,-0.6500855933462377,1.0730566919929867,-0.036032878807187384,67.29573348918761,128.0,85.51981913681978,163.63636363636363
Japan/Kagoshima,31.555,130.548055555556,3.9,2011,2011-04-05,95,19,13,27,17,36.0,0.0,0.0,0.0,11.0,4.0,15.0,6.0,10.0,215.4516129032258,150.8,103.54838709677419,52.25806451612903,109.42857142857143,254.8709677419355,199.2,147.50312211116463,92.93548387096774,154.96428571428572,171.32052546439394,100.34113430132291,52.73362422650831,8.175088475898878,57.306539016604425,0.7598609881574853,-0.6500855933462377,1.19794245709895,-0.06608279499511466,36.48002219755829,84.9090909090909,31.44319073472681,139.63636363636363
Japan/Kagoshima,31.555,130.548055555556,3.9,2012,2012-04-05,96,35,36,36,10,42.0,0.0,0.0,0.0,12.0,8.0,5.0,11.0,9.0,213.93548387096774,181.66666666666666,100.19354838709677,78.96774193548387,92.41379310344827,253.35150488887507,220.283351369907,146.40322580645162,123.90322580645162,141.18695294332025,166.0709581014206,133.59612062646906,51.77908682292087,32.69295762058943,43.625393676052745,0.7598609881574853,-0.6500855933462377,1.6518661518661517,-0.01631762235477383,21.41591591591592,133.63636363636363,99.76505922993437,170.4465608705561
Japan/Kagoshima,31.555,130.548055555556,3.9,2013,2013-03-26,85,12,12,30,6,40.0,0.0,0.0,0.0,5.0,12.0,13.0,6.0,11.0,210.74193548387098,142.06666666666666,97.06451612903226,79.41935483870968,102.71428571428571,259.0967741935484,190.0036328753402,141.72291482939514,125.7543467378737,150.18727263890517,158.5344984364717,86.47674894383454,43.71879446601761,28.15457574543601,50.894827487597965,0.7598609881574853,-0.6500855933462377,0.8157802454704858,0.033031962397298296,67.95978959672703,128.63636363636363,64.52009354362697,193.36363636363637
Japan/Kagoshima,31.555,130.548055555556,3.9,2016,2016-04-06,97,26,26,26,5,53.0,64.0,15.4754,101.7143,5.0,13.0,11.0,17.0,9.0,207.3548387096774,182.83333333333334,125.16129032258064,90.64516129032258,95.62068965517241,260.80645161290323,218.36666666666667,169.8291251544903,130.2505376344086,143.35827963379052,151.45057120297108,140.15189398012583,74.87194686390744,43.27583167192895,43.69772808414897,0.7598609881574853,-0.6500855933462377,0.9664031620553362,0.07688539114006544,61.74598155467721,133.54545454545453,79.06357654569386,188.5515151515152
Japan/Kagoshima,31.555,130.548055555556,3.9,2017,2017-04-15,105,26,25,27,7,50.0,0.0,0.0,0.0,14.0,9.0,9.0,11.0,8.0,237.03225806451613,167.16666666666666,125.03225806451613,90.45161290322581,92.32142857142857,273.02444853783015,210.77421299102187,173.24408602150538,138.2428938410169,147.2431323479788,198.26149965604156,117.0585634588128,71.49261998080793,39.2532112281104,35.78081140938203,0.7598609881574853,-0.6500855933462377,0.26060606060606106,0.019313023529619028,83.09090909090908,99.9090909090909,49.16456716133739,150.27272727272728
Japan/Kagoshima,31.555,130.548055555556,3.9,2018,2018-03-29,88,37,37,37,13,33.0,45.0714,-2.0553,87.7857,13.0,11.0,7.0,12.0,14.0,223.5483870967742,152.03333333333333,86.09677419354838,76.51612903225806,82.32142857142857,260.1147167347033,194.4601453448928,133.20546479491472,122.9252219565432,127.1287667076856,180.73292037473087,101.30464912204684,38.68697667464569,27.145395600809803,30.868323886945443,0.7598609881574853,-0.6500855933462377,2.47318563789152,-0.1200582505729569,-29.815431627196265,127.9090909090909,76.15618033243294,177.77752986738173
Japan/Kagoshima,31.555,130.548055555556,3.9,2019,2019-04-09,99,9,9,29,2,63.0,0.0,0.0,0.0,10.0,8.0,11.0,5.0,14.0,200.41935483870967,159.7,120.90322580645162,96.38709677419355,113.42857142857143,248.16286089248993,205.56080817627318,159.74061272602285,146.09677419354838,156.4736336548282,147.72263788309917,107.68852798418548,74.79709770690732,43.185318526138545,63.20423230981828,0.7598609881574853,-0.6500855933462377,0.6987988214852304,0.020719621137720072,83.62325300294627,134.0,84.74886389845074,173.36363636363637
Japan/Kagoshima,31.555,130.548055555556,3.9,2020,2020-04-19,110,41,21,42,0,63.0,0.0,0.0,0.0,6.0,8.0,10.0,11.0,12.0,228.93548387096774,169.63333333333333,120.61290322580645,111.35483870967742,115.13793103448276,270.934238584205,219.09491263231786,160.11234705228034,156.76756590480943,162.68174005633247,183.28822551185777,117.64650553933612,69.89650480586594,64.80023300167987,61.85164890578451,0.7598609881574853,-0.6500855933462377,0.48320355951056726,0.08697660098522349,101.64886911383013,134.45454545454547,82.35277642672712,173.0640272140611
Japan/Nagasaki,32.7341666666667,129.868055555556,26.9,1953,1953-04-06,96,40,26,41,32,22.0,0.0,0.0,0.0,7.0,9.0,18.0,20.0,16.0,181.4268159546974,160.59432018643201,80.08502566305518,56.96774193548387,72.67857142857143,229.06451612903226,204.16666666666666,116.48387096774194,92.2258064516129,107.32142857142857,132.80645161290323,117.26666666666667,43.96774193548387,26.612903225806452,35.32142857142857,0.7675226636523209,-0.6410218099098082,1.5512096774193556,0.13497952270199465,7.231854838709645,108.54545454545455,64.18181818181819,157.72727272727272
Japan/Nagasaki,32.7341666666667,129.868055555556,26.9,1954,1954-04-05,95,37,37,38,13,41.0,0.0,0.0,0.0,6.0,8.0,15.0,25.0,16.0,197.16129032258064,131.23333333333332,104.41935483870968,84.93548387096774,84.57142857142857,246.80645161290323,177.93333333333334,143.2258064516129,114.41935483870968,123.96428571428571,158.09677419354838,94.96666666666667,71.51612903225806,56.935483870967744,44.82142857142857,0.7675226636523209,-0.6410218099098082,0.7080213903743309,-0.11198115609880349,55.00320855614982,92.36363636363636,67.63636363636364,123.36363636363636
Japan/Nagasaki,32.7341666666667,129.868055555556,26.9,1955,1955-03-31,90,16,18,17,21,19.0,0.0,0.0,0.0,15.0,15.0,16.0,23.0,11.0,179.96774193548387,148.6,85.74193548387096,52.354838709677416,82.39285714285714,225.48387096774192,202.96666666666667,125.3225806451613,87.0,129.0,145.32258064516128,104.06666666666666,52.70967741935484,21.29032258064516,41.607142857142854,0.7675226636523209,-0.6410218099098082,1.228427128427128,0.006820223801355937,27.17763347763346,106.9090909090909,71.18181818181819,147.36363636363637
Japan/Nagasaki,32.7341666666667,129.868055555556,26.9,1956,1956-04-05,96,53,54,55,32,20.0,0.0,0.0,0.0,11.0,19.0,14.0,22.0,11.0,179.48387096774192,121.1,92.3225806451613,61.0,54.89655172413793,223.03225806451613,171.46666666666667,142.58064516129033,96.90322580645162,95.17241379310344,148.16129032258064,80.2,52.54838709677419,28.483870967741936,21.24137931034483,0.7675226636523209,-0.6410218099098082,0.4097007223942237,-0.27225232198142474,34.30340557275524,60.18181818181818,31.0,91.9090909090909
Japan/Nagasaki,32.7341666666667,129.868055555556,26.9,1957,1957-04-10,100,53,-8,54,37,18.0,0.0,0.0,0.0,9.0,6.0,7.0,14.0,15.0,190.61290322580646,117.1,62.483870967741936,77.2258064516129,55.214285714285715,234.16129032258064,160.26666666666668,96.7741935483871,119.12903225806451,88.57142857142857,159.51612903225808,83.26666666666667,27.35483870967742,40.225806451612904,23.642857142857142,0.7675226636523209,-0.6410218099098082,2.303405572755418,-0.13415892672858618,-62.43722050223594,91.72727272727273,58.27272727272727,127.63636363636364
Japan/Nagasaki,32.7341666666667,129.868055555556,26.9,1958,1958-03-28,87,28,29,29,23,24.0,0.0,0.0,0.0,8.0,9.0,13.0,17.0,16.0,173.19354838709677,140.76666666666668,93.09677419354838,65.19354838709677,78.75,221.06451612903226,189.83333333333334,131.03225806451613,98.09677419354838,116.71428571428571,134.03225806451613,100.63333333333334,61.064516129032256,29.677419354838708,40.035714285714285,0.7675226636523209,-0.6410218099098082,0.8948958018725465,0.013878350804045578,33.68498942917549,83.72727272727273,46.90909090909091,113.36363636363636
Japan/Nagasaki,32.7341666666667,129.868055555556,26.9,1959,1959-03-30,89,18,18,18,15,45.0,32.0,3.2857,64.1429,12.0,11.0,12.0,21.0,14.0,182.58064516129033,135.16666666666666,104.83870967741936,57.16129032258065,105.28571428571429,222.09677419354838,179.9,146.09677419354838,93.2258064516129,139.07142857142858,152.51612903225808,99.73333333333333,63.96774193548387,24.612903225806452,66.96428571428571,0.7675226636523209,-0.6410218099098082,1.1020803096274792,-0.02980716410239155,53.168843734881456,126.45454545454545,90.9090909090909,166.36363636363637
Japan/Nagasaki,32.7341666666667,129.868055555556,26.9,1960,1960-04-02,93,30,29,31,16,36.0,0.0,0.0,0.0,7.0,11.0,14.0,11.0,8.0,192.0,146.2,98.90322580645162,61.903225806451616,85.93103448275862,239.29032258064515,191.23333333333332,135.67741935483872,97.61290322580645,129.3793103448276,157.09677419354838,112.2,64.12903225806451,30.29032258064516,42.13793103448276,0.7675226636523209,-0.6410218099098082,1.7191637630662016,0.06064525378195263,9.724738675958173,127.45454545454545,91.27272727272727,170.36363636363637
Japan/Nagasaki,32.7341666666667,129.868055555556,26.9,1961,1961-04-03,93,20,19,24,34,19.0,0.0,0.0,0.0,9.0,14.0,14.0,18.0,12.0,190.48387096774192,141.8,78.19354838709677,50.483870967741936,62.92857142857143,239.29032258064515,183.93333333333334,115.3225806451613,90.25806451612904,98.92857142857143,156.2258064516129,109.86666666666666,46.354838709677416,18.032258064516128,26.75,0.7675226636523209,-0.6410218099098082,0.9108597285067875,0.029091520497894388,30.756410256410277,106.0,64.72727272727273,151.27272727272728
Japan/Nagasaki,32.7341666666667,129.868055555556,26.9,1962,1962-04-09,99,32,31,36,28,24.0,0.0,0.0,0.0,12.0,11.0,18.0,18.0,14.0,209.96774193548387,148.26666666666668,90.51612903225806,52.96774193548387,77.64285714285714,252.19354838709677,190.56666666666666,130.1290322580645,84.0,117.60714285714286,181.70967741935485,113.06666666666666,58.74193548387097,23.29032258064516,42.392857142857146,0.7675226636523209,-0.6410218099098082,0.4623481781376503,-0.008474802441425977,56.420242914979845,86.0,46.36363636363637,128.72727272727272
Japan/Nagasaki,32.7341666666667,129.868055555556,26.9,1963,1963-04-05,95,35,35,26,41,17.0,0.0,-2.5714,0.0,7.0,12.0,14.0,29.0,13.0,186.83870967741936,132.9,95.51612903225806,34.83870967741935,44.392857142857146,234.29032258064515,174.03333333333333,136.38709677419354,67.70967741935483,76.07142857142857,150.90322580645162,104.83333333333333,62.70967741935484,8.258064516129032,12.607142857142858,0.7675226636523209,-0.6410218099098082,1.7559845559845562,-0.04509883612050794,-32.96696696696698,86.63636363636364,51.36363636363637,122.27272727272727
Japan/Nagasaki,32.7341666666667,129.868055555556,26.9,1964,1964-04-04,95,55,56,55,17,29.0,0.0,0.0,0.0,8.0,12.0,16.0,17.0,15.0,173.58064516129033,136.33333333333334,97.83870967741936,81.03225806451613,64.13793103448276,222.41935483870967,181.56666666666666,136.48387096774192,118.51612903225806,96.03448275862068,138.74193548387098,100.3,63.096774193548384,48.67741935483871,32.206896551724135,0.7675226636523209,-0.6410218099098082,2.7044117647058834,-0.6528361344537367,-87.96323529411778,92.27272727272727,45.09090909090909,137.63636363636363
Japan/Nagasaki,32.7341666666667,129.868055555556,26.9,1965,1965-04-08,98,15,15,17,19,18.0,0.0,0.0,0.0,8.0,7.0,8.0,16.0,11.0,196.58064516129033,130.23333333333332,88.19354838709677,63.18287889900771,72.23937903796657,244.0,178.1,127.74193548387096,100.64516129032258,106.03571428571429,155.5483870967742,89.93333333333334,50.03225806451613,23.322580645161292,35.892857142857146,0.7675226636523209,-0.6410218099098082,0.16886024210373307,-0.007954163726911904,66.14772619771082,74.47020578332291,28.818181818181817,110.18181818181819
Japan/Nagasaki,32.7341666666667,129.868055555556,26.9,1966,1966-04-01,91,31,31,31,21,34.0,46.3571,9.5,73.2143,7.0,14.0,21.0,19.0,11.0,184.54987865734878,154.7010567126001,86.82836761840613,66.83870967741936,88.67448170702836,231.06451612903226,192.46666666666667,122.7741935483871,100.29032258064517,129.5,136.41935483870967,110.46666666666667,50.12903225806452,28.096774193548388,44.75,0.7675226636523209,-0.6410218099098082,1.6119888916906602,-0.004554909829825414,21.61669816454154,141.0909090909091,93.81818181818181,182.0909090909091
